age,gender,caste,income,zip_code,education,loan_amount,credit_score,approved
58,female,sc,51232.46,301-179,graduate,15935.89,677.97,0
53,male,general,88344.9,100-492,postgraduate,23347.39,626.19,1
47,male,st,89130.84,401-990,high_school,29993.6,,0
24,male,obc,99729.16,200-306,graduate,24349.06,,1
40,non-binary,general,92541.24,100-702,graduate,28491.6,602.61,1
23,male,obc,82127.1,202-943,graduate,20168.64,619.44,0
25,female,general,66582.67,102-795,high_school,28825.87,770.05,1
36,female,general,58105.42,101-647,high_school,24972.87,,1
41,female,obc,65281.82,200-555,graduate,18647.13,761.5,0
44,male,general,84103.94,100-935,postgraduate,26259.55,657.09,1
60,non-binary,general,70562.65,101-454,high_school,21519.77,635.91,1
54,male,obc,85133.99,201-910,high_school,30554.48,,0
39,female,general,71107.05,102-487,postgraduate,32858.41,733.24,1
35,female,sc,55541.37,301-780,high_school,29513.84,702.58,0
52,female,sc,62588.22,301-923,postgraduate,10285.11,,0
33,non-binary,general,75002.05,100-595,graduate,16317.06,636.4,1
59,male,obc,82883.46,200-378,graduate,19270.81,741.98,0
55,male,general,97677.96,101-145,graduate,17833.17,670.25,1
51,male,obc,78159.42,200-827,graduate,20114.38,670.84,1
31,male,general,102968.21,100-659,graduate,33327.24,646.96,1
48,male,st,78003.49,401-336,high_school,31287.89,657.59,0
57,male,general,97863.27,101-888,high_school,21185.34,710.26,1
24,male,obc,94080.34,202-927,graduate,30326.14,602.1,0
28,male,general,117421.64,101-897,graduate,27959.58,,1
43,male,general,100342.17,101-640,postgraduate,24704.27,732.56,1
36,female,obc,64025.07,202-977,postgraduate,35334.02,675.34,0
52,female,obc,53306.81,201-886,graduate,19048.33,737.98,0
38,male,st,93233.39,401-193,high_school,25474.84,753.73,0
64,male,general,91217.12,101-982,graduate,15542.26,729.7,1
34,male,general,73643.28,101-593,graduate,15973.63,650.45,1
36,female,general,64268.76,102-927,high_school,12753.11,678.05,1
21,male,general,97680.86,101-783,postgraduate,16127.29,699.02,1
31,male,sc,72040.92,301-682,graduate,25747.91,654.16,0
31,male,st,80345.48,401-393,postgraduate,22277.64,652.33,0
54,male,sc,82499.24,300-124,high_school,22571.16,649.02,0
35,male,general,94217.29,102-348,graduate,22307.53,,1
29,female,general,84284.99,102-716,postgraduate,40954.68,665.09,1
34,female,sc,37138.19,301-875,graduate,14765.38,738.78,0
45,female,general,95473.23,102-102,postgraduate,13803.16,632.18,1
55,female,obc,62540.31,202-286,graduate,17391.2,,0
64,female,general,75122.96,101-705,graduate,24352.95,659.18,1
23,male,general,96789.71,100-354,graduate,29632.94,,1
58,female,sc,31335.67,301-227,high_school,30567.29,579.2,0
38,female,general,52207.91,100-173,graduate,33501.74,741.41,1
56,male,st,74660.14,400-673,high_school,24025.85,753.33,0
22,female,general,80912.08,102-634,graduate,21433.11,614.7,0
48,male,general,75619.5,100-871,high_school,39701.15,744.61,1
61,male,general,83019.68,101-383,postgraduate,2000.0,606.45,1
22,female,general,69307.91,101-222,graduate,25564.83,714.76,1
55,female,obc,69619.99,201-818,high_school,28870.06,664.16,0
26,female,general,73198.09,101-988,high_school,41863.16,753.49,1
64,male,obc,77223.93,202-423,postgraduate,10054.9,693.71,1
53,female,sc,33128.12,301-877,graduate,21218.76,,0
61,female,general,74546.84,101-785,postgraduate,12781.51,748.08,0
60,male,general,115063.74,101-919,postgraduate,8815.51,663.99,1
34,female,general,62165.78,100-481,graduate,23159.27,678.41,1
39,male,sc,67474.39,300-191,high_school,32497.84,618.89,0
51,male,obc,84981.68,201-206,graduate,35853.73,663.5,1
28,male,general,100516.88,100-786,postgraduate,20213.14,785.99,1
34,female,obc,59736.0,200-876,postgraduate,30998.74,721.57,0
25,male,obc,110700.71,200-510,high_school,23220.53,622.55,0
60,male,general,107949.59,100-153,graduate,30009.16,,1
31,male,general,97580.73,102-159,graduate,35390.28,701.4,1
39,male,st,54639.48,401-638,graduate,23251.93,725.67,1
40,male,general,85308.31,101-925,postgraduate,34692.77,706.98,1
37,female,general,59327.69,101-459,graduate,14082.75,703.09,1
55,male,general,84547.38,101-684,graduate,30908.59,570.13,1
61,female,obc,65671.5,202-587,graduate,34303.06,740.88,1
46,female,obc,65960.19,200-899,high_school,33371.88,556.01,0
57,male,general,71562.95,101-848,graduate,14334.81,735.88,1
25,male,obc,102264.37,201-279,postgraduate,23147.7,685.48,0
63,female,obc,63225.73,202-709,graduate,27719.58,725.95,0
26,male,general,100006.98,100-861,graduate,28987.47,688.71,1
23,male,st,92427.57,400-936,graduate,26042.88,737.41,0
21,non-binary,general,65762.42,101-630,graduate,37862.68,,1
31,non-binary,general,94124.68,100-258,postgraduate,13339.19,,1
57,female,st,52014.89,401-601,graduate,22837.74,702.26,0
34,male,sc,104675.66,300-698,graduate,9810.05,783.33,0
55,female,general,54484.95,102-344,graduate,30591.24,713.02,1
39,female,sc,75635.45,301-974,graduate,29991.58,607.57,0
25,male,obc,78344.22,201-306,graduate,55137.43,,1
41,female,general,102682.94,102-919,graduate,34237.24,712.89,1
31,male,sc,70174.33,300-482,graduate,27982.29,749.29,0
33,male,sc,98292.21,301-100,postgraduate,27294.06,640.28,0
43,female,general,61926.48,100-588,high_school,22150.5,803.19,1
55,male,obc,101010.31,201-664,postgraduate,26174.39,,0
46,male,general,94432.65,101-881,graduate,27486.24,,1
30,female,general,51722.77,101-585,high_school,7317.17,611.03,1
52,non-binary,st,24344.38,401-184,high_school,26772.22,741.35,1
51,female,obc,98106.17,202-933,postgraduate,25909.09,655.48,0
31,female,obc,64022.34,201-608,graduate,40786.12,638.98,0
58,non-binary,obc,31290.58,201-344,high_school,23814.95,662.55,0
58,male,obc,95236.52,201-908,high_school,18110.09,756.05,1
47,male,general,104654.21,101-208,high_school,27416.79,705.62,1
34,male,st,71988.87,400-187,postgraduate,25669.13,631.1,0
36,male,obc,81083.04,202-580,postgraduate,23824.59,650.83,1
40,female,obc,62722.21,200-661,high_school,13489.1,757.53,0
29,male,obc,107836.32,201-559,graduate,23595.82,667.0,1
34,male,general,96399.44,101-935,graduate,19787.27,710.82,1
26,male,general,115485.15,102-336,high_school,23051.67,724.28,1
27,male,general,110837.07,100-990,graduate,31589.38,491.97,1
53,female,general,63797.01,101-117,graduate,18929.37,749.54,1
26,male,obc,69012.67,201-206,graduate,23008.91,633.12,1
41,male,sc,80326.61,300-266,graduate,29870.84,660.17,0
39,male,general,102370.75,100-171,graduate,22575.38,764.66,1
23,male,general,95838.51,102-493,postgraduate,48482.67,759.58,1
57,female,obc,71881.95,201-877,graduate,27239.8,707.1,1
64,male,general,107087.88,102-837,postgraduate,13822.93,720.06,1
49,male,st,89432.02,400-769,graduate,17446.28,733.79,0
50,male,general,91145.4,102-106,high_school,16540.59,,1
31,female,general,74278.37,102-878,postgraduate,17574.76,765.66,1
58,female,general,98296.78,102-456,high_school,29832.8,685.92,0
55,female,st,33141.69,400-757,graduate,15041.41,639.45,0
40,female,general,73822.02,101-753,graduate,22019.15,665.97,1
52,female,obc,88648.05,200-259,high_school,35284.72,,0
63,male,general,78555.74,102-563,high_school,20322.05,677.08,1
47,male,general,109015.4,102-932,graduate,31043.38,,1
29,female,sc,71386.04,300-336,postgraduate,9853.27,704.02,1
35,male,general,74324.15,102-742,postgraduate,21664.46,593.77,1
29,female,general,76973.06,101-961,graduate,17026.49,684.7,1
35,male,obc,87201.58,200-424,postgraduate,27697.94,688.22,0
60,female,sc,54653.76,300-448,graduate,15687.0,686.34,0
29,female,general,62450.63,101-506,graduate,43626.91,,1
60,male,general,113377.65,100-827,high_school,10245.54,719.52,1
33,female,st,52430.31,400-494,postgraduate,35222.03,802.25,0
42,female,obc,56513.61,202-537,high_school,32904.49,651.53,0
44,female,sc,49250.74,301-299,high_school,27788.75,695.36,0
26,male,sc,78726.14,301-988,high_school,25489.9,691.84,1
29,male,obc,75886.5,202-902,graduate,41694.63,,1
34,female,general,60390.12,102-639,graduate,47238.68,610.43,0
23,male,general,96647.37,102-963,graduate,23134.6,614.91,1
54,male,obc,96661.34,201-717,postgraduate,26419.92,680.36,1
45,female,obc,79856.55,200-962,postgraduate,20028.4,593.33,0
58,female,st,57373.7,401-245,high_school,14476.41,661.62,1
58,male,obc,84357.42,200-302,graduate,29168.01,644.39,1
36,male,general,80845.44,100-895,graduate,27246.6,663.61,1
56,male,obc,95122.82,201-477,high_school,10508.01,742.28,0
23,male,obc,89356.81,202-433,high_school,29104.02,620.69,1
39,female,obc,61819.56,202-778,graduate,27548.26,727.84,1
50,male,sc,87175.41,300-666,postgraduate,19588.8,648.58,0
41,male,obc,98271.45,201-409,postgraduate,19001.3,655.43,1
53,female,general,70776.29,102-457,high_school,28814.02,705.61,1
58,male,obc,88612.75,200-467,graduate,39479.93,664.92,1
39,male,obc,79780.65,201-213,postgraduate,28585.56,,1
33,female,st,45421.01,401-306,graduate,32024.36,659.63,0
46,female,general,78875.64,100-583,graduate,17510.23,582.29,1
59,non-binary,obc,66569.79,200-802,high_school,21271.55,700.97,0
64,female,obc,44155.4,200-476,graduate,30472.15,509.4,0
56,male,obc,107234.05,200-444,graduate,12774.9,728.84,1
31,female,general,53806.7,102-684,graduate,26864.82,713.84,1
30,female,sc,55993.46,301-241,graduate,29440.81,768.08,0
46,female,st,60876.28,400-442,high_school,24653.19,,0
38,non-binary,obc,72545.06,201-287,graduate,27874.35,731.47,0
47,female,obc,28306.07,202-685,high_school,25520.38,645.49,1
61,female,general,72466.83,100-201,high_school,19400.55,799.49,1
45,male,obc,109570.49,201-502,graduate,14397.04,614.33,1
36,female,obc,74011.45,202-635,high_school,24187.18,575.35,0
59,male,obc,61264.08,201-849,graduate,36740.55,781.89,0
40,female,general,96781.42,101-751,graduate,34219.43,713.09,1
47,female,obc,44438.08,201-947,graduate,21892.01,576.83,1
26,non-binary,general,61402.13,101-711,graduate,21705.06,605.46,1
43,non-binary,obc,83446.29,202-413,graduate,21042.59,710.32,0
39,male,obc,97339.78,200-308,graduate,21043.75,632.15,1
26,female,general,68124.69,100-150,high_school,27589.74,640.06,1
30,female,obc,55028.31,201-349,postgraduate,34517.33,788.15,0
51,male,sc,102131.99,300-223,high_school,45365.28,798.15,0
28,male,obc,90449.44,200-431,postgraduate,17531.37,688.07,1
26,male,general,73078.56,102-731,postgraduate,30860.62,671.72,1
23,female,obc,80252.2,202-722,graduate,29881.01,729.64,0
22,male,general,98069.99,102-386,postgraduate,22032.28,649.11,1
40,non-binary,obc,88110.09,200-557,graduate,15765.92,557.32,0
42,male,obc,99015.68,200-294,high_school,27478.36,528.12,1
48,non-binary,general,109982.72,102-552,high_school,44078.92,,1
46,male,obc,86660.42,202-558,graduate,27421.42,728.5,1
44,female,obc,63225.31,201-370,postgraduate,17914.92,,0
64,male,sc,93577.63,300-333,postgraduate,23584.6,724.55,0
31,female,general,62746.91,102-980,postgraduate,14738.43,730.04,1
52,female,general,78236.93,100-582,graduate,25166.59,,1
24,female,obc,21736.22,201-605,postgraduate,31150.67,690.24,1
58,female,general,65981.03,100-107,high_school,18766.6,695.17,1
36,male,obc,89558.11,200-263,graduate,2000.0,677.98,1
36,male,general,93050.99,100-420,postgraduate,27491.93,665.79,1
26,male,general,82723.02,102-968,graduate,20486.03,593.54,1
43,male,obc,103685.72,201-257,high_school,18243.97,,1
38,female,general,59937.77,101-372,graduate,18166.29,658.89,1
63,female,obc,65803.84,200-990,graduate,28602.27,655.74,0
28,female,general,66479.71,101-532,graduate,21328.85,650.21,1
39,female,obc,70005.1,201-386,high_school,33374.01,606.28,0
60,female,general,87033.45,101-670,high_school,33572.07,,1
56,female,sc,58231.45,301-546,graduate,22564.31,708.4,0
54,male,sc,95279.56,300-960,graduate,20312.21,641.21,1
44,male,general,97028.18,100-174,high_school,26149.38,737.07,1
59,female,obc,55915.89,201-810,graduate,23691.46,659.74,1
30,female,general,65018.19,100-350,graduate,9227.38,595.7,1
56,male,obc,87030.41,200-825,high_school,42226.93,,1
46,male,general,102954.27,102-862,graduate,31429.02,690.92,1
36,female,obc,64493.13,200-863,postgraduate,20828.63,727.48,1
30,male,general,83880.3,100-879,graduate,7752.55,728.78,1
43,male,sc,80392.53,301-745,high_school,23376.11,,0
21,female,obc,41637.17,202-228,high_school,19708.21,651.29,0
52,female,obc,60415.56,201-146,graduate,24454.84,736.89,1
31,male,general,95018.28,101-406,postgraduate,5525.17,,1
38,female,general,92318.27,102-545,high_school,20749.78,683.48,0
29,male,general,113878.33,102-372,high_school,21298.1,645.5,1
41,female,st,39522.96,400-767,graduate,23269.52,772.53,0
37,male,sc,86324.77,300-749,graduate,22874.13,645.54,0
29,female,general,70070.34,101-973,high_school,25470.26,698.09,1
60,male,sc,80273.88,300-460,graduate,38690.6,656.47,0
54,male,general,92666.36,102-806,graduate,20364.87,694.8,1
38,female,general,62044.7,100-766,graduate,16799.58,628.0,1
23,male,obc,117217.92,201-988,high_school,9454.03,659.39,1
58,male,general,89173.42,101-795,graduate,20400.0,645.5,1
51,male,general,99773.12,101-354,graduate,12388.74,,1
45,female,obc,27593.58,202-113,postgraduate,33640.87,688.98,1
47,female,general,78529.96,101-970,graduate,24135.05,728.41,1
21,non-binary,sc,81579.57,301-743,graduate,33455.18,634.58,0
41,male,obc,76271.58,201-830,postgraduate,38191.27,668.54,0
29,male,sc,76333.59,300-813,graduate,17214.48,,0
49,male,obc,97321.05,200-761,high_school,21873.76,727.23,1
61,female,sc,55772.45,300-775,graduate,36985.18,600.48,1
44,non-binary,general,83029.17,101-935,high_school,26702.96,697.48,1
47,female,obc,58978.63,202-921,postgraduate,29693.59,635.27,0
50,female,obc,89085.72,200-440,graduate,34296.8,730.01,1
61,male,st,72623.64,400-127,graduate,33068.63,782.33,1
22,female,general,104682.05,100-134,postgraduate,28693.24,,0
34,male,obc,108386.93,202-501,graduate,37567.25,643.92,1
32,male,sc,95149.61,301-850,graduate,24385.71,694.51,0
52,male,general,80433.31,100-862,high_school,29674.73,679.79,1
40,male,sc,96235.55,300-463,postgraduate,23409.17,731.68,1
54,male,general,103455.14,102-371,high_school,34184.97,684.35,0
41,male,general,65325.45,102-555,graduate,18693.12,650.86,1
63,male,obc,71335.6,200-848,graduate,9854.29,623.88,1
54,female,obc,68006.79,200-672,postgraduate,30894.32,614.63,0
21,male,general,93133.8,101-225,graduate,15818.75,639.15,1
64,male,general,87769.31,101-425,graduate,14926.82,,0
62,non-binary,general,91605.29,100-599,graduate,36384.37,701.11,1
22,female,sc,43127.09,300-583,graduate,33696.52,671.38,0
38,female,sc,49126.63,300-846,high_school,21917.49,644.2,0
63,male,obc,81941.58,202-938,graduate,2000.0,624.49,1
57,female,general,74142.37,102-190,high_school,29799.16,641.36,1
41,male,obc,66927.59,201-301,graduate,30962.54,,1
44,male,sc,76532.59,300-452,graduate,29651.3,638.85,1
22,female,sc,31381.29,300-366,graduate,29237.68,,0
45,female,general,62619.74,100-467,postgraduate,23367.5,,1
50,female,general,77122.69,100-136,high_school,21305.78,615.32,1
36,female,st,64372.55,400-159,high_school,15044.54,,0
34,female,sc,45313.62,301-853,graduate,18723.43,718.13,1
57,male,general,102466.51,102-192,graduate,27893.36,689.89,1
40,male,sc,80907.71,300-840,high_school,28041.34,763.97,1
32,male,general,114055.19,101-375,graduate,32108.42,670.64,1
37,male,general,93180.52,102-377,postgraduate,12342.12,702.1,1
42,female,sc,18000.0,301-190,graduate,10066.97,686.8,0
32,male,obc,103525.53,202-111,graduate,21582.65,,0
45,female,general,60572.61,102-419,graduate,15820.47,705.24,1
58,female,st,50161.2,400-850,graduate,26673.89,682.55,1
53,female,sc,60202.93,301-927,high_school,13211.11,705.64,0
31,male,general,75054.09,101-155,postgraduate,35622.09,643.16,1
41,male,obc,92045.15,200-127,high_school,17601.46,644.88,1
44,non-binary,sc,72482.96,300-242,high_school,39334.07,642.91,0
50,female,obc,68096.9,201-788,graduate,29718.72,659.94,0
54,female,st,45614.96,401-284,postgraduate,15502.91,,0
42,female,obc,76887.05,201-307,graduate,43852.71,654.58,1
34,female,general,53035.06,101-899,high_school,27389.07,715.89,1
50,male,general,86242.7,100-886,graduate,26495.07,694.6,1
26,female,sc,53595.98,300-702,high_school,24413.09,655.72,0
50,male,st,86136.56,400-247,postgraduate,29198.98,752.01,1
60,female,general,62456.39,101-442,postgraduate,29728.79,,1
52,non-binary,general,93700.22,101-312,postgraduate,17215.23,680.1,1
40,male,sc,87634.01,301-703,postgraduate,23078.04,675.54,0
57,male,general,96059.21,102-801,postgraduate,26041.31,685.15,1
44,male,general,98641.91,102-227,postgraduate,30244.66,595.88,1
44,non-binary,sc,75260.68,301-907,graduate,30397.2,634.63,1
58,male,sc,86870.85,300-516,postgraduate,26480.88,705.44,0
29,male,sc,58166.76,300-814,graduate,20047.09,592.94,0
55,male,obc,106253.12,202-146,postgraduate,19585.67,638.88,1
50,male,general,96675.45,102-424,postgraduate,14276.6,,1
44,male,st,91587.94,401-113,graduate,30333.41,839.7,1
24,male,general,89316.79,100-745,high_school,19456.21,717.06,1
54,male,general,69425.97,102-171,postgraduate,23274.21,740.35,1
30,male,sc,51595.27,300-404,postgraduate,27139.7,635.72,0
60,male,obc,77778.85,200-802,postgraduate,25035.41,699.91,1
55,male,sc,90742.12,301-773,postgraduate,24949.5,583.19,0
36,male,general,113170.47,101-675,high_school,16855.34,661.82,1
40,female,st,58227.6,401-723,graduate,27419.76,707.8,1
22,male,obc,76268.82,201-685,graduate,22184.54,,1
42,male,obc,80022.26,201-676,postgraduate,24222.4,701.62,1
23,male,st,101050.96,401-414,graduate,35421.72,706.18,0
64,male,general,76649.07,102-125,graduate,29547.86,,1
49,male,obc,120424.82,201-497,graduate,19862.75,634.09,1
31,male,obc,117264.53,202-140,graduate,23659.77,,0
56,female,sc,85386.11,300-521,high_school,39394.93,660.92,1
21,male,sc,88829.82,301-517,graduate,22233.56,,1
45,male,obc,86218.65,201-260,graduate,25358.93,708.03,0
25,male,general,99988.85,102-805,high_school,30977.31,650.61,1
23,male,general,107720.19,100-733,high_school,26936.72,768.12,1
31,male,st,72889.14,400-603,graduate,21644.64,767.72,1
33,female,st,38583.15,401-932,high_school,18309.21,692.99,0
52,female,st,50024.89,400-358,graduate,24909.11,661.05,0
60,male,general,84187.69,102-335,high_school,30922.17,650.67,1
55,male,general,112372.41,102-264,graduate,36888.1,697.42,1
53,male,sc,74869.99,300-589,graduate,11811.81,707.04,0
45,male,sc,84838.98,301-284,graduate,40865.06,668.94,0
37,female,general,80762.57,102-881,high_school,22404.32,658.38,1
